1
-0.092111, -0.173527, -0.187685, -0.272947, -0.263465, -0.316364, -0.418411, -0.410983, -0.457966, -0.428494, -0.408497, -0.447879, -0.41963, -0.428902, -0.39971, -0.444439, -0.570967, -1.322246
0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0

