0
-0.110028, -0.227748, -0.174739, -0.28289, -0.28307, -0.372742, -0.412502, -0.433498, -0.427101, -0.460014, -0.393114, -0.467207, -0.464468, -0.434619, -0.395671, -0.498191, -0.502865, -0.609416
0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0
